나이,계약유형,그룹수업_참여,마지막_방문_경과일,이번달_주당방문횟수,총_이용개월수,최근한달_일평균_운동시간,PT_가입여부,기구_만족도,최근한달_부상경험,주_이용_시간대_혼잡도,불편_회원_경험,가격_만족도,직원_만족도,서비스_만족도,상대_방문공백,설문_응답여부,이탈,서비스불만_환경불편,서비스불만_비매너회원,서비스불만_프로그램불만족,기구불만_기구부족,기구불만_낙후된기구,기구불만_청결불량,직원불만_불친절,직원불만_전문성부족,직원불만_과도한영업,가격불만_할인부족,가격불만_가격비쌈
48,12,0,1,3.195,24,78,0,,,보통,,,,,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3,0,56,0.06,2,43,0,1,1,여유,0,3,2,3,2.41,1,1,0,0,0,0,0,0,1,0,0,0,0
23,12,0,3,1.939,19,79,0,4,0,매우혼잡,0,3,3,3,0.92,1,1,0,0,0,0,0,0,0,0,0,0,1
29,1,1,2,2.785,4,59,0,4,0,여유,0,4,5,4,0.73,1,0,0,0,0,0,0,0,0,0,0,0,0
29,3,0,9,1.236,9,16,0,,,혼잡,,,,,1.62,0,0,0,0,0,0,0,1,0,0,0,0,0
50,12,1,0,6.452,47,81,1,5,0,여유,0,5,5,4,0.11,1,0,0,1,0,0,0,0,0,0,0,1,0
63,12,0,14,0.75,13,32,0,,,매우혼잡,,,,,1.54,0,1,0,0,0,1,1,0,0,0,0,0,0
24,3,1,0,3.429,16,103,0,4,0,여유,0,5,5,5,0.2,1,0,0,0,0,0,1,0,0,0,0,0,0
49,3,0,3,2.034,9,64,0,,,혼잡,,,,,0.99,0,0,0,0,0,0,0,0,0,0,0,1,1
62,3,1,5,2.112,3,44,0,5,0,보통,0,3,4,4,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0
22,12,1,3,2.168,20,37,0,2,0,혼잡,0,3,3,3,0.92,1,0,0,0,0,1,1,0,1,0,0,0,0
43,1,0,3,2.243,4,84,1,,,보통,,,,,0.88,0,1,0,0,0,0,0,0,0,0,0,0,0
25,6,1,1,2.897,27,82,0,3,0,혼잡,0,5,4,4,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0
43,12,0,1,4.345,40,137,1,4,0,보통,0,4,5,4,0.34,1,0,0,0,0,0,0,0,0,0,0,0,1
27,6,0,3,2.254,6,61,0,4,0,보통,0,1,3,3,0.9,1,0,0,0,0,0,0,0,0,0,0,0,1
19,3,0,1,3.269,8,87,0,,,보통,,,,,0.52,0,1,0,0,0,0,0,0,0,0,0,0,0
37,3,0,13,0.748,2,32,0,2,0,여유,0,3,3,4,1.44,1,0,1,0,0,0,0,0,0,0,1,0,0
36,3,0,1,2.903,6,54,0,,,여유,,,,,0.54,0,1,0,0,0,0,0,1,0,0,0,0,0
36,12,0,1,4.428,19,89,1,5,0,보통,0,5,5,5,0.42,1,0,0,0,0,0,0,0,0,0,0,0,0
47,6,0,60,0.118,11,44,1,2,0,보통,1,2,4,2,8.64,1,1,1,0,0,0,1,0,0,0,0,0,0
31,6,0,4,1.659,29,93,0,,,혼잡,,,,,0.88,0,1,0,1,0,0,0,0,0,1,0,1,0
49,3,1,1,3.994,6,97,0,,,혼잡,,,,,0.59,0,0,1,0,0,0,0,0,0,0,0,0,0
28,1,0,2,2.01,2,84,0,,,매우혼잡,,,,,0.66,0,0,0,0,0,0,0,1,0,0,1,0,0
26,12,0,2,2.465,43,44,0,4,0,보통,1,4,4,2,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0
37,12,1,7,1.691,9,41,0,,,혼잡,,,,,1.63,0,0,0,0,0,1,0,1,0,0,0,0,0
37,1,0,22,0.516,2,39,0,,,혼잡,,,,,1.64,0,1,1,1,0,0,0,0,1,0,1,0,1
65,6,0,2,2.649,5,99,0,,,보통,,,,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
69,12,1,1,3.232,40,64,0,4,0,매우혼잡,1,3,3,1,0.36,1,0,1,1,1,0,0,0,0,0,0,0,0
66,6,0,2,3.204,9,81,0,5,0,혼잡,0,5,5,4,0.84,1,0,0,0,0,0,0,0,0,0,0,0,0
64,6,0,5,1.261,17,69,0,5,0,여유,0,4,4,4,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0
38,12,0,1,3.497,20,73,1,,,혼잡,,,,,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3,0,16,0.937,5,45,0,,,보통,,,,,2.19,0,1,0,0,0,0,0,0,0,0,0,0,0
30,12,0,3,2.964,20,110,1,4,0,혼잡,0,4,5,4,1.24,1,0,0,0,0,1,0,0,0,0,1,0,0
60,12,0,3,2.644,41,79,0,4,0,혼잡,0,5,4,4,1.02,1,1,0,0,0,0,0,0,0,0,0,0,0
34,12,1,11,0.954,17,70,0,4,0,매우혼잡,1,3,4,1,1.45,1,0,0,1,0,0,1,1,0,0,0,0,0
58,3,0,5,1.439,15,56,0,4,0,보통,1,4,4,2,1.12,1,0,0,0,0,0,0,0,0,0,0,0,0
38,6,1,1,2.93,9,70,1,2,0,보통,0,4,5,3,0.48,1,0,0,0,1,1,0,0,0,0,0,0,0
53,6,1,1,3.391,10,83,0,1,1,보통,0,5,5,5,0.63,1,1,0,0,0,1,0,1,0,0,0,0,0
25,12,0,60,0.306,8,33,0,2,0,혼잡,1,1,3,1,7.44,1,1,0,1,0,0,0,1,0,0,0,0,0
37,3,0,14,0.677,4,31,0,1,0,보통,0,1,3,2,1.33,1,0,0,0,0,1,1,0,0,0,0,0,0
33,6,1,1,4.106,22,91,0,5,0,혼잡,0,5,5,5,0.52,1,0,0,0,0,0,0,0,0,0,0,0,0
39,12,0,2,2.265,18,98,1,,,여유,,,,,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0
48,6,0,17,0.603,29,34,0,,,여유,,,,,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0
30,12,1,2,2.039,15,67,0,1,1,혼잡,0,1,2,4,0.48,1,0,0,0,0,1,1,1,0,1,0,0,0
33,1,0,2,2.764,7,109,1,4,0,보통,1,3,4,2,0.98,1,0,1,1,0,0,0,0,0,1,0,0,1
38,1,0,2,2.436,5,53,1,4,0,혼잡,0,3,4,3,0.66,1,0,0,0,0,0,0,0,0,0,0,0,1
62,1,0,11,1.059,2,35,0,3,0,혼잡,0,1,1,3,1.65,1,1,0,0,0,0,0,0,1,0,0,1,1
21,6,0,9,1.246,6,63,0,4,0,보통,0,1,3,3,1.57,1,1,0,0,0,0,0,0,1,0,0,0,0
44,1,0,55,0.015,4,31,0,,,혼잡,,,,,2.37,0,1,1,0,0,0,0,1,1,1,0,0,0
28,6,0,11,0.865,5,51,1,,,보통,,,,,1.39,0,1,1,0,0,1,0,0,0,0,0,0,0
54,1,0,60,0.077,2,21,0,1,0,매우혼잡,1,2,1,2,3.17,1,1,1,0,0,1,0,0,1,0,1,0,1
40,1,0,4,1.409,4,43,0,2,0,여유,0,3,4,4,0.77,1,0,0,0,0,0,0,0,0,0,0,0,0
38,6,0,2,3.071,6,59,1,3,0,혼잡,0,2,4,4,0.73,1,0,1,0,0,0,0,0,0,0,0,0,0
43,6,0,60,0.423,8,23,0,1,0,혼잡,0,1,2,3,5.04,1,1,0,0,0,1,0,0,0,0,0,0,1
34,6,0,3,2.049,2,61,0,4,0,혼잡,0,3,4,4,0.83,1,1,0,0,0,0,0,0,0,0,0,0,0
38,3,0,4,2.208,3,65,1,4,0,여유,1,4,4,3,1.11,1,0,0,0,0,0,0,0,0,0,0,0,0
41,1,1,48,0.405,3,58,0,,,혼잡,,,,,2.77,0,1,0,0,0,1,0,0,1,0,0,1,0
67,1,1,0,5.818,4,136,0,5,0,혼잡,0,3,4,4,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0
57,3,1,3,2.303,3,75,1,,,매우혼잡,,,,,0.84,0,0,1,0,1,1,0,0,0,0,0,0,0
58,3,1,5,1.859,3,66,1,,,혼잡,,,,,1.44,0,0,0,0,0,0,0,0,1,0,0,1,0
37,12,0,12,0.872,10,41,0,,,보통,,,,,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3,0,2,2.481,1,73,0,5,0,보통,1,5,4,3,0.86,1,0,0,1,0,0,0,0,0,0,0,0,0
50,3,0,21,0.47,4,46,0,,,보통,,,,,1.42,0,0,0,0,0,0,0,1,0,0,0,0,0
44,6,1,1,3.884,14,63,0,5,0,여유,1,5,5,4,0.51,1,0,0,0,0,0,0,0,0,1,0,0,0
20,6,0,13,0.802,19,98,0,,,혼잡,,,,,1.46,0,1,0,0,0,1,1,0,0,0,0,0,0
49,1,0,1,2.63,2,85,1,3,0,혼잡,0,3,4,3,0.48,1,1,1,0,0,1,0,0,0,1,0,0,0
48,12,0,13,1.095,20,53,1,,,보통,,,,,2.11,0,0,0,0,0,1,1,0,0,0,0,0,0
27,6,0,1,2.665,10,66,0,4,0,여유,0,4,3,4,0.56,1,0,0,0,0,0,0,0,0,0,0,1,0
31,3,0,29,0.284,3,15,0,,,혼잡,,,,,1.25,0,1,1,0,0,0,0,0,0,0,0,0,0
26,1,1,3,2.293,1,64,0,,,보통,,,,,0.89,0,0,0,0,0,0,0,0,1,0,1,1,1
30,12,0,8,1.198,5,31,0,4,0,여유,0,4,4,4,1.33,1,1,0,0,0,0,0,0,0,0,0,0,0
30,1,0,24,0.436,2,85,0,3,0,매우혼잡,1,3,3,2,1.47,1,1,1,0,0,1,0,0,0,0,0,0,0
63,12,1,4,2.273,12,48,0,4,0,여유,0,3,5,4,1.21,1,0,0,0,0,0,0,0,0,0,1,0,0
65,1,0,3,2.181,2,48,0,,,보통,,,,,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0
55,6,0,1,3.202,13,85,1,,,보통,,,,,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,0,3,2.299,4,40,0,3,0,혼잡,0,3,4,3,1.14,1,0,0,1,0,0,0,1,0,0,0,0,0
53,6,1,3,1.637,9,67,0,4,0,여유,0,4,4,5,0.69,1,0,0,0,1,0,0,0,0,0,0,0,0
41,3,1,11,0.761,3,65,0,3,0,보통,0,3,3,4,1.25,1,0,0,0,0,0,0,0,0,0,1,0,0
55,12,1,3,2.203,12,65,0,,,여유,,,,,0.88,0,0,0,0,1,0,0,0,0,1,0,0,1
26,6,0,60,0.382,5,63,0,,,보통,,,,,6.92,0,0,0,0,0,0,0,0,0,0,0,0,0
67,3,1,4,2.65,5,68,0,4,0,보통,0,3,4,4,1.38,1,0,0,0,0,0,0,0,0,0,0,0,0
53,12,0,5,1.539,12,65,0,4,0,보통,0,3,4,3,1.19,1,0,0,0,0,0,1,0,0,0,0,0,0
33,12,0,60,0.163,15,40,0,,,보통,,,,,8.33,0,1,0,1,0,0,0,0,1,0,0,0,1
37,6,0,3,1.854,10,79,1,3,0,매우혼잡,0,3,4,4,0.71,1,0,0,0,0,1,0,0,0,0,0,0,0
27,12,0,9,1.023,28,42,0,2,1,여유,0,4,4,4,1.27,1,0,0,0,0,0,1,1,0,0,0,0,0
42,12,1,1,4.062,8,79,1,4,0,매우혼잡,0,4,5,4,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0
55,3,0,60,0.381,4,34,0,,,보통,,,,,5.76,0,1,0,0,0,0,0,0,0,0,0,1,0
32,1,0,4,2.244,3,81,0,3,0,보통,0,3,2,3,1.13,1,0,0,0,0,0,0,0,0,0,0,0,0
21,6,1,6,1.447,5,25,0,,,보통,,,,,1.3,0,1,0,0,0,0,0,0,1,1,0,0,0
45,12,1,2,3.265,15,102,0,4,1,보통,0,4,4,5,0.83,1,0,0,0,0,0,0,0,0,0,0,0,1
34,3,1,3,2.176,2,52,0,4,0,보통,0,4,4,3,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0
64,12,0,20,0.939,14,24,0,,,보통,,,,,2.7,0,1,0,0,0,0,0,0,0,0,0,1,0
22,3,0,6,1.384,10,43,0,3,0,혼잡,0,3,4,4,1.14,1,0,0,0,0,0,0,0,0,0,0,0,0
25,3,0,6,1.77,1,40,0,3,0,보통,1,1,3,2,1.48,1,1,0,0,0,0,0,0,0,0,0,0,1
47,1,0,55,0.065,2,46,0,,,여유,,,,,2.37,0,1,1,0,0,0,0,0,0,0,0,0,0
34,1,0,2,2.849,1,38,0,,,보통,,,,,0.85,0,0,0,0,0,0,1,0,0,0,0,0,0
23,3,1,1,3.001,3,81,0,,,여유,,,,,0.23,0,0,0,0,0,0,0,0,0,0,1,0,0
31,3,0,12,1.462,4,37,0,5,0,여유,0,4,5,4,2.42,1,1,0,0,0,0,0,0,0,0,0,0,0
21,1,0,11,0.868,2,20,0,,,보통,,,,,1.41,0,0,0,0,0,1,0,0,1,0,0,0,0
47,12,0,9,1.039,16,45,1,,,매우혼잡,,,,,1.39,0,0,1,1,0,0,0,0,0,0,0,0,0
55,3,0,60,0.302,1,15,0,4,0,보통,0,3,3,2,9.54,1,1,1,0,0,0,0,1,1,0,0,0,0
27,6,0,1,2.987,8,62,0,3,0,보통,0,4,2,3,0.54,1,0,0,0,0,0,0,0,1,0,0,0,0
41,3,0,6,1.647,7,79,0,4,0,보통,0,3,4,4,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0
63,6,0,20,0.485,10,34,0,,,보통,,,,,1.36,0,0,0,0,0,0,1,1,0,0,0,0,0
25,12,1,2,1.932,12,80,0,3,0,여유,0,4,4,4,0.69,1,1,0,0,0,0,0,1,0,0,0,0,0
31,3,0,8,1.218,2,56,0,3,0,보통,1,4,4,3,1.37,1,0,0,0,0,0,0,0,0,0,0,0,0
43,12,1,0,5.378,24,149,0,4,0,여유,0,4,4,5,0.26,1,0,0,0,0,0,0,0,0,0,0,0,0
41,6,1,1,4.29,21,109,1,4,0,혼잡,0,5,5,5,0.49,1,0,0,0,0,0,0,0,0,0,0,0,0
57,3,0,15,0.777,2,46,0,3,0,보통,1,1,3,1,1.61,1,1,1,0,0,0,0,0,0,0,0,0,1
48,6,0,60,0.044,8,19,0,2,0,혼잡,1,2,3,1,9.78,1,1,1,1,0,0,0,0,1,0,0,0,0
67,12,0,1,3.53,33,111,1,5,0,보통,0,5,4,4,0.55,1,0,0,0,0,1,0,0,0,1,0,0,0
44,6,1,1,3.302,18,113,1,,,매우혼잡,,,,,0.35,0,0,0,0,0,0,1,0,0,0,0,0,0
29,6,0,4,1.521,33,66,0,3,0,여유,0,4,4,4,0.85,1,0,0,0,0,0,0,0,0,0,0,0,0
38,6,1,2,4.131,14,97,0,,,여유,,,,,0.9,0,0,0,0,0,0,0,0,0,0,1,0,0
26,1,0,2,2.732,3,61,0,,,보통,,,,,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,1,32,0.392,10,40,0,,,여유,,,,,1.79,0,1,0,0,0,0,0,0,0,0,0,0,0
31,6,0,3,2.554,10,53,0,3,0,보통,0,4,4,4,1.12,1,0,0,0,0,0,0,0,0,0,0,0,0
69,6,1,7,1.044,3,49,0,,,보통,,,,,1.09,0,1,0,1,0,1,0,0,0,1,0,0,0
23,12,1,4,2.051,15,85,0,,,여유,,,,,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3,0,1,2.865,3,43,1,,,혼잡,,,,,0.44,0,0,0,0,0,1,0,0,0,0,0,0,0
36,3,1,2,3.583,11,129,0,5,0,보통,1,4,4,3,0.85,1,0,0,0,0,0,0,0,0,0,0,0,0
49,6,0,45,0.276,17,18,0,2,1,혼잡,0,2,4,4,1.92,1,1,0,0,0,1,0,0,0,0,0,1,0
34,6,1,1,2.721,5,72,1,3,0,보통,0,4,4,3,0.54,1,0,0,0,0,0,0,0,0,0,0,0,1
35,3,1,6,1.592,8,50,0,2,0,여유,0,4,4,4,1.44,1,0,0,0,0,0,0,0,0,0,0,0,0
59,1,0,1,2.81,1,61,1,5,0,보통,0,4,5,4,0.23,1,0,0,0,0,0,0,0,0,0,0,0,1
45,12,0,60,0.02,6,31,0,,,여유,,,,,7.73,0,1,0,1,0,0,1,1,0,0,0,0,0
28,12,1,1,2.313,30,35,0,,,보통,,,,,0.44,0,1,0,1,1,0,0,0,0,0,0,0,0
47,3,0,60,0.076,2,17,0,3,0,여유,0,2,3,2,6.57,1,1,1,0,0,0,0,0,0,0,0,0,0
20,12,1,0,5.588,34,142,1,4,0,보통,0,4,5,5,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0
26,12,0,0,3.32,7,51,0,3,0,혼잡,0,3,4,4,0.2,1,1,0,0,0,0,0,0,0,0,1,0,0
26,12,1,2,2.834,27,70,0,,,여유,,,,,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,1,5,1.734,1,53,1,,,여유,,,,,1.24,0,0,0,0,0,1,0,1,0,0,0,0,1
39,12,0,1,4.23,32,89,0,,,혼잡,,,,,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,0,2,2.05,7,32,0,4,0,여유,0,3,4,4,0.44,1,0,0,0,0,0,0,0,0,0,0,0,0
53,12,1,0,3.92,12,87,0,4,0,보통,1,3,4,4,0.22,1,0,0,0,0,0,0,0,0,0,0,0,0
56,6,0,6,1.294,3,29,0,3,0,여유,0,2,2,4,1.19,1,0,0,0,0,0,0,0,0,0,1,0,0
45,3,0,1,3.713,7,82,0,5,0,보통,0,5,5,5,0.52,1,0,0,0,0,0,0,0,0,0,0,0,0
63,1,0,5,1.804,2,87,0,,,여유,,,,,1.25,0,0,0,0,0,0,0,0,0,0,1,0,0
55,1,0,60,0.569,4,56,0,,,여유,,,,,8.27,0,1,0,0,0,0,0,0,0,0,0,0,0
63,6,0,8,1.782,9,61,0,3,0,여유,0,2,3,5,1.94,1,1,0,0,0,0,0,0,0,0,0,0,0
20,1,0,0,5.168,2,100,0,,,여유,,,,,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3,0,7,1.049,3,68,0,,,여유,,,,,0.98,0,1,0,0,0,0,0,0,0,0,0,0,1
58,12,0,6,1.595,16,46,1,4,0,여유,1,4,4,3,1.38,1,0,0,1,0,0,0,0,0,0,0,0,0
59,3,0,3,2.423,2,36,0,3,0,보통,0,3,4,3,1.1,1,0,0,1,0,0,0,0,0,0,0,0,1
37,6,1,2,2.946,9,68,0,4,0,여유,0,3,3,4,0.66,1,0,0,0,0,0,0,0,1,1,1,0,0
36,3,0,60,0.018,3,31,0,,,보통,,,,,5.85,0,1,0,0,0,0,0,0,0,1,0,0,0
52,12,1,1,3.973,16,143,0,,,보통,,,,,0.69,0,0,1,0,0,0,0,0,0,0,0,0,0
23,3,0,60,0.094,2,50,0,3,0,여유,0,1,2,2,7.5,1,1,0,0,0,0,0,0,0,0,0,0,1
55,6,0,1,3.095,7,69,0,5,0,여유,0,4,5,5,0.59,1,0,0,0,0,0,0,0,0,0,0,0,0
63,3,1,0,4.843,3,124,0,5,0,혼잡,1,3,5,4,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0
38,12,1,3,2.248,36,88,1,,,여유,,,,,0.95,0,0,0,0,0,0,1,0,0,0,0,0,0
46,3,0,16,0.599,10,65,0,,,보통,,,,,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1
41,6,0,2,3.259,10,35,0,5,0,보통,0,5,4,5,0.85,1,0,0,0,0,0,0,0,0,0,0,0,0
31,3,0,60,0.393,2,18,0,,,보통,,,,,8.07,0,1,0,0,0,0,0,0,0,0,0,1,0
40,12,1,1,4.323,27,73,1,5,0,혼잡,0,4,5,5,0.38,1,0,0,0,0,0,0,0,1,0,0,0,0
53,12,1,1,3.834,23,92,0,5,0,보통,1,5,5,3,0.33,1,0,1,0,0,0,0,0,0,0,0,0,0
51,6,0,1,2.127,11,53,0,4,0,보통,0,3,4,3,0.29,1,0,0,0,0,0,0,0,0,0,0,0,0
63,6,1,0,4.388,43,76,0,,,보통,,,,,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0
18,12,1,1,3.976,9,90,0,,,혼잡,,,,,0.74,0,0,0,0,0,0,0,0,0,1,0,0,0
20,6,0,60,0.42,23,51,0,3,0,보통,0,3,4,3,4.27,1,1,1,0,0,0,0,0,1,0,0,1,0
31,12,0,2,3.011,16,61,1,3,0,여유,0,3,4,5,0.89,1,0,0,0,0,0,1,0,0,0,0,0,0
63,12,0,2,2.127,19,49,0,,,보통,,,,,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0
50,3,0,2,2.015,2,41,0,4,0,보통,0,3,3,4,0.65,1,0,0,0,0,0,0,0,0,0,0,0,0
50,6,1,1,3.125,20,79,1,3,0,여유,0,5,5,5,0.39,1,0,0,0,0,0,0,0,0,0,0,0,0
48,12,0,1,3.147,23,73,0,4,0,여유,0,3,4,4,0.57,1,0,0,0,0,0,0,0,0,0,0,0,1
19,12,0,7,1.112,18,83,1,,,보통,,,,,1.05,0,1,0,1,0,0,0,0,0,0,0,0,0
22,12,1,1,3.262,27,81,1,3,1,혼잡,0,4,5,4,0.54,1,0,0,0,0,1,0,0,0,0,0,0,0
25,6,0,60,0.482,10,47,0,,,혼잡,,,,,6.75,0,1,1,1,0,0,0,0,0,0,0,0,0
40,1,0,2,2.219,2,75,0,4,0,여유,0,5,5,4,0.52,1,1,0,0,0,0,0,0,0,0,0,0,0
38,3,0,1,3.199,8,75,0,4,0,매우혼잡,0,4,4,3,0.26,1,0,0,0,0,1,0,0,0,0,0,0,0
48,3,1,23,0.5,3,56,0,3,0,보통,0,1,3,4,1.67,1,0,0,0,0,0,0,0,0,0,0,0,0
45,6,0,11,1.077,11,32,1,,,보통,,,,,1.75,0,1,0,0,0,0,0,0,0,0,0,0,0
43,6,0,1,3.727,16,107,0,5,0,보통,0,5,5,5,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0
68,6,0,3,2.285,6,48,1,1,1,매우혼잡,0,5,4,3,0.89,1,1,0,0,0,1,1,0,0,0,0,0,0
42,6,1,1,4.071,6,81,1,,,혼잡,,,,,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0
63,12,1,3,2.5,33,69,0,2,0,보통,0,4,3,4,1.22,1,0,0,0,0,1,1,1,0,0,0,0,0
58,6,0,60,0.404,3,52,0,,,혼잡,,,,,6.99,0,1,0,0,0,0,0,0,1,0,1,0,0
48,12,0,1,4.643,42,101,1,4,0,여유,0,4,5,5,0.36,1,0,0,0,0,0,0,0,0,0,0,0,0
30,1,0,5,1.509,1,47,0,2,0,혼잡,0,2,1,3,1.02,1,1,0,0,0,0,0,1,1,0,0,1,1
17,6,1,19,0.32,14,39,1,,,혼잡,,,,,0.88,0,0,0,1,1,1,0,1,0,0,0,1,1
62,12,0,2,3.074,6,41,0,,,혼잡,,,,,0.8,0,1,0,0,0,1,0,0,1,0,0,0,0
20,12,1,4,1.692,32,29,0,4,0,여유,0,3,4,4,0.89,1,0,0,0,0,0,0,0,0,0,0,1,0
23,12,0,56,0.257,18,41,0,2,0,보통,1,1,4,1,2.39,1,0,1,0,0,0,1,0,0,0,0,1,1
42,3,0,1,3.222,9,86,0,,,여유,,,,,0.36,0,0,0,0,0,0,0,0,0,0,0,0,1
33,6,0,27,0.376,4,32,1,,,여유,,,,,1.46,0,1,0,0,0,0,0,0,0,1,0,0,0
49,1,0,52,0.771,1,33,0,,,혼잡,,,,,5.75,0,1,1,1,0,0,0,0,1,1,1,0,0
67,12,0,1,3.435,10,70,1,,,혼잡,,,,,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0
18,6,1,0,4.279,24,116,0,,,보통,,,,,0.27,0,0,0,0,0,0,0,1,0,0,0,0,0
32,6,1,9,1.136,5,49,0,,,보통,,,,,1.47,0,0,1,0,0,0,0,1,0,0,0,0,0
30,6,1,3,1.776,11,66,0,,,혼잡,,,,,0.87,0,0,0,0,0,0,0,0,0,1,1,0,0
30,1,1,1,3.095,2,82,0,4,0,혼잡,0,2,4,4,0.41,1,0,0,0,0,0,0,0,0,0,1,0,0
23,6,0,7,1.971,8,43,0,,,보통,,,,,1.9,0,1,0,1,0,0,0,0,0,0,1,1,1
50,6,1,1,3.467,8,143,0,5,0,여유,0,4,5,5,0.46,1,0,0,0,0,0,0,0,0,0,0,0,0
34,6,0,7,1.471,10,59,1,,,보통,,,,,1.56,0,0,1,0,0,0,0,1,0,0,0,1,0
30,6,0,4,1.763,6,58,1,,,여유,,,,,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0
42,6,1,3,2.687,7,53,0,4,0,보통,0,3,3,5,0.98,1,0,0,0,0,0,0,0,0,0,0,0,0
62,12,0,1,4.212,22,104,0,4,0,혼잡,0,4,4,4,0.36,1,0,0,0,0,0,0,0,0,0,0,0,0
46,3,1,6,1.065,6,66,0,1,1,혼잡,1,3,3,3,0.86,1,1,1,0,1,1,0,1,0,0,0,0,0
31,6,0,2,2.585,4,76,0,3,0,여유,0,4,4,4,0.9,1,1,0,0,0,0,0,1,0,1,0,0,0
63,1,1,6,1.355,1,19,0,,,여유,,,,,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0
22,12,0,0,4.49,35,81,0,5,0,여유,0,4,5,5,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0
48,6,0,4,1.828,5,60,0,3,0,보통,0,4,3,4,0.95,1,0,0,0,0,0,0,0,0,0,0,0,0
22,6,0,1,3.909,25,81,0,,,여유,,,,,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0
39,12,0,2,2.004,17,39,0,,,여유,,,,,0.54,0,0,0,0,0,1,0,0,0,0,0,0,0
26,3,0,15,0.529,7,68,0,,,보통,,,,,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,0,20,0.829,2,45,0,,,여유,,,,,2.41,0,0,0,0,0,0,0,0,0,0,1,0,0
23,6,1,4,1.998,20,80,0,4,0,보통,0,4,4,4,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0
55,1,0,8,0.871,3,68,0,,,여유,,,,,0.96,0,0,0,1,0,0,0,0,0,0,1,0,0
47,6,0,4,2.064,18,60,0,,,보통,,,,,1.26,0,0,0,0,0,0,0,0,0,1,0,0,0
59,12,0,1,2.589,12,71,1,5,0,여유,0,3,5,4,0.48,1,0,0,0,0,0,0,0,0,0,0,0,1
59,12,0,1,2.863,18,80,0,3,0,보통,0,4,4,4,0.58,1,0,0,0,0,0,1,0,0,0,0,0,0
35,3,0,9,0.635,8,38,0,,,매우혼잡,,,,,0.85,0,1,0,0,0,1,1,0,0,0,0,0,1
22,3,0,1,2.921,20,93,0,,,여유,,,,,0.55,0,0,0,0,0,0,1,0,0,0,0,0,0
33,12,0,2,3.075,9,49,0,,,보통,,,,,0.72,0,0,0,0,0,0,0,0,0,0,0,0,1
44,6,1,57,0.018,11,24,0,2,1,여유,0,3,1,3,2.46,1,1,1,0,1,0,0,1,1,1,0,0,0
21,3,0,1,3.76,12,126,0,,,보통,,,,,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0
42,6,0,3,2.03,6,62,0,5,0,여유,0,5,4,5,0.73,1,0,0,0,0,0,0,0,0,0,0,0,0
24,6,0,3,1.868,18,80,0,,,보통,,,,,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0
32,3,0,15,0.612,5,26,0,3,1,보통,0,3,4,4,1.35,1,0,0,0,0,0,0,0,0,0,0,0,1
21,12,0,12,0.723,41,83,0,3,0,매우혼잡,1,4,3,1,1.2,1,1,1,1,0,0,0,1,0,0,0,1,0
32,3,0,60,0.511,4,55,1,,,여유,,,,,8.08,0,1,0,0,0,1,0,0,0,0,0,0,1
67,12,1,2,3.155,20,74,1,2,1,매우혼잡,0,3,2,4,0.83,1,0,1,0,0,0,1,1,0,0,0,0,0
47,3,0,1,3.474,4,89,1,,,여유,,,,,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0
64,12,0,38,0.861,46,26,0,,,여유,,,,,4.67,0,1,0,0,0,0,0,1,0,0,0,1,1
